"PROBEID","SYMBOL","GENENAME","young_trf2","young_old","old_trf2","AveExpr","F","P.Value","adj.P.Val"
"16689354","GBP2","guanylate binding protein 2",1.01243394719199,0.305562817415506,0.706871129776482,8.69797162780834,88.3757171749365,2.12751818144838e-07,1.99500477030824e-05
"16697471","B3GALT2","beta-1,3-galactosyltransferase 2",1.02606742494263,0.656229286191449,0.369838138751183,8.27163110059306,66.3362817314213,8.97975002575333e-07,5.64439926296385e-05
"16755173","PLXNC1","plexin C1",1.38887075204098,0.591119872450492,0.797750879590486,7.92142746288239,192.57592125858,3.83516134020179e-09,1.05451202860307e-06
"16774303","RGCC","regulator of cell cycle",1.32062496272434,0.331764091076451,0.988860871647889,10.4742829289758,400.86653555107,8.05561969069205e-11,6.8558438246958e-08
"16846887","TMEM100","transmembrane protein 100",1.0672329715957,0.64072453577745,0.426508435818253,8.23336176748586,67.8917409689511,8.00179812691633e-07,5.20373864694607e-05
"16853879","PIEZO2","piezo type mechanosensitive ion channel component 2",1.1377571210712,0.588649444894907,0.549107676176291,9.58218172941377,175.375753944746,6.25039951697556e-09,1.52330759500763e-06
"16977058","CXCL11","C-X-C motif chemokine ligand 11",1.01937454645993,0.377844403627084,0.641530142832845,7.33883239853012,46.0538547824434,5.35896059249778e-06,0.000216853879311663
"16979875","PCDH18","protocadherin 18",1.07605894637389,0.691820674168973,0.384238272204918,12.1788680945874,288.272552924168,4.60792836860698e-10,2.0937567401661e-07
"17050765","KCND2","potassium voltage-gated channel subfamily D member 2",1.08266258431119,0.413761993868777,0.66890059044241,8.55157143467718,193.576063171037,3.73269834153409e-09,1.03697454392763e-06
"17063601","DENND2A","DENN domain containing 2A",1.49149552533316,0.546188729523974,0.945306795809186,9.01951028514287,84.7373462351608,2.63173952151519e-07,2.29099708764859e-05
"17064282","LOC105375566","uncharacterized LOC105375566",1.52223335305312,0.825257026829762,0.696976326223359,9.12232023974967,167.954215324137,7.82973075048409e-09,1.80174538046655e-06
"16677898","SEPTIN7P13","septin 7 pseudogene 13",-1.39181614536665,-0.525468954256592,-0.866347191110062,5.26927695368326,17.7208786917312,0.000395648848460613,0.00571792568946433
