Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"ZNF658"	"10.0"	"ARCHS4 Coexpression,11;Enrichr Queries,9"	"BCHE,ANKRD36C,SERPINB2,ANKRD36,GBP2"
"gene_set_query"	"2"	"OSR2"	"51.0"	"ARCHS4 Coexpression,46;Enrichr Queries,15;GTEx Coexpression,92"	"MFAP5,RGCC,GBP2,PCDH18"
"gene_set_query"	"3"	"TWIST2"	"59.5"	"ARCHS4 Coexpression,20;GTEx Coexpression,99"	"MFAP5,PCDH18"
"gene_set_query"	"4"	"NKX25"	"62.0"	"ARCHS4 Coexpression,109;GTEx Coexpression,15"	"B3GALT2,MYOZ2"
"gene_set_query"	"5"	"PRRX1"	"63.67"	"ARCHS4 Coexpression,19;Enrichr Queries,72;GTEx Coexpression,100"	"MFAP5,PCDH18"
"gene_set_query"	"6"	"MEOX2"	"74.33"	"ARCHS4 Coexpression,10;Enrichr Queries,21;GTEx Coexpression,192"	"MFAP5,TMEM100,PCDH18"
"gene_set_query"	"7"	"ZNF782"	"92.67"	"ARCHS4 Coexpression,33;Enrichr Queries,29;GTEx Coexpression,216"	"ANKRD36C,ANKRD36,NEDD4L,NEAT1"
"gene_set_query"	"8"	"ZNF331"	"99.0"	"ARCHS4 Coexpression,238;Enrichr Queries,55;GTEx Coexpression,4"	"MEG3,RGCC,NEDD4L,LINC-PINT,MEG9"
"gene_set_query"	"9"	"NR4A1"	"101.5"	"ARCHS4 Coexpression,150;Enrichr Queries,146;ReMap ChIP-seq,98;GTEx Coexpression,12"	"TMEM100,RGCC,NRK,LINC-PINT,NEAT1,GBP2"
"gene_set_query"	"10"	"EPAS1"	"101.8"	"ARCHS4 Coexpression,173;Enrichr Queries,100;ReMap ChIP-seq,76;GTEx Coexpression,58"	"TMEM100,RGCC,NEDD4L,LINC-PINT,GBP2"
"gene_set_query"	"11"	"BNC2"	"108.3"	"ARCHS4 Coexpression,34;Enrichr Queries,54;GTEx Coexpression,237"	"MFAP5,PIEZO2,PCDH18"
"gene_set_query"	"12"	"TCF21"	"111.8"	"Literature ChIP-seq,74;ARCHS4 Coexpression,31;Enrichr Queries,340;GTEx Coexpression,2"	"TMEM100,RGCC,DENND2A,PIEZO2,NEAT1,PCDH18,MYOZ2"
"gene_set_query"	"13"	"ARID5A"	"122.0"	"ARCHS4 Coexpression,236;GTEx Coexpression,8"	"NUTM2B-AS1,LINC-PINT,GBP2"
"gene_set_query"	"14"	"ZNF841"	"124.3"	"ARCHS4 Coexpression,124;Enrichr Queries,31;GTEx Coexpression,218"	"ANKRD36,NEDD4L,PLXNC1,NEAT1"
"gene_set_query"	"15"	"BCL6"	"124.4"	"Literature ChIP-seq,73;ARCHS4 Coexpression,309;Enrichr Queries,140;ReMap ChIP-seq,43;GTEx Coexpression,57"	"TMEM100,AOC2,RGCC,ANKRD36,DENND2A,PLXNC1,LINC-PINT,NEAT1,GBP2"
"gene_set_query"	"16"	"MXD1"	"129.3"	"ARCHS4 Coexpression,152;Enrichr Queries,175;GTEx Coexpression,61"	"SERPINB2,NUTM2B-AS1,PLXNC1,GBP2"
"gene_set_query"	"17"	"ZNF354A"	"138.7"	"ARCHS4 Coexpression,82;Enrichr Queries,274;GTEx Coexpression,60"	"AOC2,NRK,PLXNC1,GBP2"
"gene_set_query"	"18"	"ZNF641"	"149.0"	"ARCHS4 Coexpression,222;Enrichr Queries,64;GTEx Coexpression,161"	"PLXNC1,GBP2"
"gene_set_query"	"19"	"FOS"	"155.0"	"ARCHS4 Coexpression,344;ENCODE ChIP-seq,31;Enrichr Queries,177;ReMap ChIP-seq,13;GTEx Coexpression,210"	"TMEM100,SNORD114-17,CXCL11,SNORD114-29,RGCC,SERPINB7,NEAT1,GBP2,MYOZ2"
"gene_set_query"	"20"	"FOXF1"	"155.7"	"ARCHS4 Coexpression,75;Enrichr Queries,30;GTEx Coexpression,362"	"TMEM100,BCHE,RGCC,GBP2,PCDH18"
"gene_set_query"	"21"	"ZNF267"	"156.0"	"ARCHS4 Coexpression,42;Enrichr Queries,378;GTEx Coexpression,48"	"SERPINB2,NUTM2B-AS1,PLXNC1,GBP2"
"gene_set_query"	"22"	"EGR2"	"157.3"	"ARCHS4 Coexpression,57;Enrichr Queries,167;GTEx Coexpression,248"	"MFAP5,RGCC,GBP2"
"gene_set_query"	"23"	"ARNTL"	"160.0"	"ARCHS4 Coexpression,111;Enrichr Queries,310;ReMap ChIP-seq,34;GTEx Coexpression,185"	"MFAP5,AOC2,MIR590,NEDD4L,NEAT1,GBP2"
"gene_set_query"	"24"	"TWIST1"	"160.0"	"ARCHS4 Coexpression,26;Enrichr Queries,462;ReMap ChIP-seq,59;GTEx Coexpression,93"	"TMEM100,MFAP5,NEAT1,PCDH18"
"gene_set_query"	"25"	"FOXA1"	"168.2"	"Literature ChIP-seq,53;ARCHS4 Coexpression,306;ENCODE ChIP-seq,26;Enrichr Queries,363;ReMap ChIP-seq,30;GTEx Coexpression,231"	"BCHE,CXCL11,TSPAN13,NEDD4L,LINC-PINT,NEAT1"
"gene_set_query"	"26"	"ZNF514"	"172.3"	"ARCHS4 Coexpression,281;Enrichr Queries,66;GTEx Coexpression,170"	"ANKRD36,NEAT1"
"gene_set_query"	"27"	"ESRRG"	"175.0"	"ARCHS4 Coexpression,218;Enrichr Queries,191;GTEx Coexpression,116"	"ANKRD36,NEDD4L,PLXNC1"
"gene_set_query"	"28"	"NR2F2"	"178.4"	"ARCHS4 Coexpression,93;ENCODE ChIP-seq,39;Enrichr Queries,312;ReMap ChIP-seq,218;GTEx Coexpression,230"	"MFAP5,NEAT1,PCDH18"
"gene_set_query"	"29"	"EBF1"	"178.4"	"ARCHS4 Coexpression,423;ENCODE ChIP-seq,81;Enrichr Queries,75;ReMap ChIP-seq,224;GTEx Coexpression,89"	"MFAP5,TMEM100,KCND2,PLXNC1,NEAT1,PCDH18"
"gene_set_query"	"30"	"SPDEF"	"181.3"	"ARCHS4 Coexpression,240;Enrichr Queries,157;GTEx Coexpression,147"	"TSPAN13,NEDD4L"
"gene_set_query"	"31"	"MAF"	"182.0"	"ARCHS4 Coexpression,86;Enrichr Queries,78;ReMap ChIP-seq,240;GTEx Coexpression,324"	"PLXNC1,SERPINB7,NEAT1,GBP2"
"gene_set_query"	"32"	"PRDM1"	"182.4"	"ARCHS4 Coexpression,340;ENCODE ChIP-seq,76;Enrichr Queries,96;ReMap ChIP-seq,26;GTEx Coexpression,374"	"TMEM100,SERPINB2,RGCC,TSPAN13,B3GALT2,GBP2"
"gene_set_query"	"33"	"RFX8"	"183.5"	"ARCHS4 Coexpression,227;GTEx Coexpression,140"	"SERPINB2,PCDH18"
"gene_set_query"	"34"	"MEF2A"	"183.8"	"Literature ChIP-seq,79;ARCHS4 Coexpression,148;ENCODE ChIP-seq,20;Enrichr Queries,537;ReMap ChIP-seq,69;GTEx Coexpression,250"	"NEDD4L,LINC-PINT,NEAT1,MYOZ2"
"gene_set_query"	"35"	"CREB5"	"186.3"	"ARCHS4 Coexpression,229;Enrichr Queries,25;GTEx Coexpression,305"	"NEDD4L,PLXNC1,GBP2"
"gene_set_query"	"36"	"TBX3"	"187.3"	"Literature ChIP-seq,48;ARCHS4 Coexpression,134;Enrichr Queries,484;GTEx Coexpression,83"	"TMEM100,NRK,NEDD4L,PCDH18"
"gene_set_query"	"37"	"HIVEP3"	"188.0"	"ARCHS4 Coexpression,211;Enrichr Queries,186;GTEx Coexpression,167"	"NEDD4L,SERPINB7,GBP2"
"gene_set_query"	"38"	"ZSCAN32"	"190.5"	"ARCHS4 Coexpression,195;GTEx Coexpression,186"	"PLXNC1,GBP2"
"gene_set_query"	"39"	"PBX3"	"190.6"	"ARCHS4 Coexpression,502;ENCODE ChIP-seq,73;Enrichr Queries,88;ReMap ChIP-seq,83;GTEx Coexpression,207"	"NRK,NEDD4L,LINC-PINT,PLXNC1,NEAT1,GBP2,PCDH18"
"gene_set_query"	"40"	"TSHZ3"	"190.7"	"ARCHS4 Coexpression,175;Enrichr Queries,265;GTEx Coexpression,132"	"NRK,PCDH18"
"gene_set_query"	"41"	"ALX4"	"191.0"	"ARCHS4 Coexpression,123;Enrichr Queries,260;GTEx Coexpression,190"	"TMEM100,PIEZO2,PCDH18"
"gene_set_query"	"42"	"GCM1"	"191.3"	"ARCHS4 Coexpression,219;Enrichr Queries,61;GTEx Coexpression,294"	"SERPINB2,NRK,PLXNC1,GBP2"
"gene_set_query"	"43"	"LHX9"	"192.3"	"ARCHS4 Coexpression,426;Enrichr Queries,124;GTEx Coexpression,27"	"MEG3,NRK,PLXNC1,PCDH18"
